Date,Close
2025-01-21,371600.0
2025-01-20,363300.0
2025-01-19,386100.0
2025-01-18,390050.0
2025-01-17,321400.0
2025-01-16,309550.0
2025-01-15,301650.0
2025-01-14,278650.0
2025-01-13,275250.0
2025-01-12,283200.0
2025-01-11,281800.0
2025-01-10,282850.0
2025-01-09,279650.0
2025-01-08,296100.0
2025-01-07,302350.0
2025-01-06,320650.0
2025-01-05,314200.0
2025-01-04,319000.0
2025-01-03,320900.0
2025-01-02,309050.0
2025-01-01,290050.0
2024-12-31,282350.0
2024-12-30,284400.0
2024-12-29,283350.0
2024-12-28,292000.0
2024-12-27,277500.0
2024-12-26,283750.0
2024-12-25,294250.0
2024-12-24,293450.0
2024-12-23,286950.0
2024-12-22,278250.0
2024-12-21,281300.0
2024-12-20,294550.0
2024-12-19,293350.0
2024-12-18,304500.0
2024-12-17,326700.0
2024-12-16,313150.0
2024-12-15,320050.0
2024-12-14,316550.0
2024-12-13,320350.0
2024-12-12,324050.0
2024-12-11,321700.0
2024-12-10,305400.0
2024-12-09,309500.0
2024-12-08,331250.0
2024-12-07,331550.0
2024-12-06,330950.0
2024-12-05,333800.0
2024-12-04,323000.0
2024-12-03,326000.0
2024-12-02,316100.0
2024-12-01,325950.0
2024-11-30,330000.0
2024-11-29,335750.0
2024-11-28,331050.0
2024-11-27,336000.0
2024-11-26,322950.0
2024-11-25,327100.0
2024-11-24,351150.0
2024-11-23,355350.0
2024-11-22,355300.0
2024-11-21,357850.0
2024-11-20,332700.0
2024-11-19,334450.0
2024-11-18,336750.0
2024-11-17,334400.0
2024-11-16,302650.0
2024-11-15,307150.0
2024-11-14,296450.0
2024-11-13,304850.0
2024-11-12,300850.0
2024-11-11,311700.0
2024-11-10,291100.0
2024-11-09,277450.0
2024-11-08,278900.0
2024-11-07,269750.0
2024-11-06,257400.0
2024-11-05,230900.0
2024-11-04,219650.0
2024-11-03,226650.0
2024-11-02,232800.0
2024-11-01,232600.0
2024-10-31,235500.0
2024-10-30,243200.0
2024-10-29,249800.0
2024-10-28,248150.0
2024-10-27,246400.0
2024-10-26,239050.0
2024-10-25,232150.0
2024-10-24,244650.0
2024-10-23,236450.0
2024-10-22,230900.0
2024-10-21,227300.0
2024-10-20,227400.0
2024-10-19,217950.0
2024-10-18,211100.0
2024-10-17,204900.0
2024-10-16,209300.0
2024-10-15,209150.0
2024-10-14,211250.0
2024-10-13,199200.0
2024-10-12,197050.0
2024-10-11,196500.0
2024-10-10,189300.0
2024-10-09,189250.0
2024-10-08,194000.0
2024-10-07,194350.0
2024-10-06,196900.0
2024-10-05,193100.0
2024-10-04,193400.0
2024-10-03,185800.0
2024-10-02,189050.0
2024-10-01,194600.0
2024-09-30,201800.0
2024-09-29,207450.0
2024-09-28,206500.0
2024-09-27,208300.0
2024-09-26,205150.0
2024-09-25,197950.0
2024-09-24,202300.0
2024-09-23,193500.0
2024-09-22,193400.0
2024-09-21,199050.0
2024-09-20,196050.0
2024-09-19,190400.0
2024-09-18,179800.0
2024-09-17,177000.0
2024-09-16,177100.0
2024-09-15,177250.0
2024-09-14,184050.0
2024-09-13,186000.0
2024-09-12,182950.0
2024-09-11,178600.0
2024-09-10,183750.0
2024-09-09,182650.0
2024-09-08,176550.0
2024-09-07,173500.0
2024-09-06,170500.0
2024-09-05,175750.0
2024-09-04,181250.0
2024-09-03,173900.0
2024-09-02,183150.0
2024-09-01,175850.0
2024-08-31,184350.0
2024-08-30,187700.0
2024-08-29,190550.0
2024-08-28,196350.0
2024-08-27,199850.0
2024-08-26,211100.0
2024-08-25,213250.0
2024-08-24,214850.0
2024-08-23,204650.0
2024-08-22,194250.0
2024-08-21,193650.0
2024-08-20,194750.0
2024-08-19,198000.0
2024-08-18,198500.0
2024-08-17,197450.0
2024-08-16,194550.0
2024-08-15,200650.0
2024-08-14,201850.0
2024-08-13,204950.0
2024-08-12,205050.0
2024-08-11,199750.0
2024-08-10,216750.0
2024-08-09,219850.0
2024-08-08,228400.0
2024-08-07,205850.0
2024-08-06,206900.0
2024-08-05,187200.0
2024-08-04,194550.0
2024-08-03,201800.0
2024-08-02,215400.0
2024-08-01,235300.0
2024-07-31,240200.0
2024-07-30,251050.0
2024-07-29,255400.0
2024-07-28,258200.0
2024-07-27,255350.0
2024-07-26,255200.0
2024-07-25,241550.0
2024-07-24,249100.0
2024-07-23,242200.0
2024-07-22,249800.0
2024-07-21,257100.0
2024-07-20,243150.0
2024-07-19,235950.0
2024-07-18,223600.0
2024-07-17,217450.0
2024-07-16,224300.0
2024-07-15,224050.0
2024-07-14,207450.0
2024-07-13,198750.0
2024-07-12,196250.0
2024-07-11,192200.0
2024-07-10,201000.0
2024-07-09,200000.0
2024-07-08,198600.0
2024-07-07,187200.0
2024-07-06,203400.0
2024-07-05,192150.0
2024-07-04,183550.0
2024-07-03,199650.0
2024-07-02,216200.0
2024-07-01,205900.0
2024-06-30,205400.0
2024-06-29,197350.0
2024-06-28,197350.0
2024-06-27,210750.0
2024-06-26,193450.0
2024-06-25,193200.0
2024-06-24,187400.0
2024-06-23,181300.0
2024-06-22,189200.0
2024-06-21,189500.0
2024-06-20,189200.0
2024-06-19,191250.0
2024-06-18,193400.0
2024-06-17,201550.0
2024-06-16,213650.0
2024-06-15,206350.0
2024-06-14,203900.0
2024-06-13,208950.0
2024-06-12,218200.0
2024-06-11,211800.0
2024-06-10,222900.0
2024-06-09,227950.0
2024-06-08,223550.0
2024-06-07,229600.0
2024-06-06,236200.0
2024-06-05,239900.0
2024-06-04,237300.0
2024-06-03,230000.0
2024-06-02,228750.0
